"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"39AYGO6AFFKIZ3P4BG5BPR95A976NN","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:30 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:30 PDT 2019","","","3NPFYT4IZC4RVAQ8F168O48FCHQXGM","A1NQ7O94RYJIJ5","Approved","Fri May 03 00:58:10 PDT 2019","Fri May 03 00:58:21 PDT 2019","Sat May 04 00:58:21 PDT 2019","Fri May 03 11:10:55 PDT 2019","","","11","100% (2/2)","100% (2/2)","100% (2/2)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/632288.png","No"
"3PR3LXCWSFZATG56BTVW73R52OO9XK","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","31UV0MXWNQCWPICTZJNGHXUBYV8I5P","A2F6JNGPR0IL2Q","Approved","Fri May 03 00:57:29 PDT 2019","Fri May 03 00:57:47 PDT 2019","Sat May 04 00:57:47 PDT 2019","Fri May 03 11:16:37 PDT 2019","","","18","100% (19/19)","100% (19/19)","100% (19/19)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/456338.png","Yes"
"3MYASTQBG7B2N9HB1V56ZRE2W6HDQ9","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:30 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:30 PDT 2019","","","3YT88D1N08YKHYFDL3KZFGB4C36K3C","A2637HO77XFWQI","Approved","Fri May 03 00:57:25 PDT 2019","Fri May 03 00:57:32 PDT 2019","Sat May 04 00:57:32 PDT 2019","Fri May 03 11:16:37 PDT 2019","","","7","100% (8/8)","100% (8/8)","100% (8/8)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/983220.png","Yes"
"379OL9DBSSEZTLVGGPHYQHYE4UI9YQ","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","33PPUNGG3857PVZ1WUO5KT2XMQYZRG","A2SSYBUT9ZM0G9","Approved","Fri May 03 00:56:17 PDT 2019","Fri May 03 00:58:27 PDT 2019","Sat May 04 00:58:27 PDT 2019","Fri May 03 11:10:48 PDT 2019","","","130","100% (9/9)","100% (9/9)","100% (9/9)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/482440.png","Yes"
"3NFWQRSHVEE8841TP5VKTDDL2WOGFS","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:30 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:30 PDT 2019","","","3ZAZR5XV01I3JTAIEXYAVY3BMPWCZO","A18RF6O02KK5I5","Approved","Fri May 03 00:57:40 PDT 2019","Fri May 03 01:07:30 PDT 2019","Sat May 04 01:07:30 PDT 2019","Fri May 03 11:16:37 PDT 2019","","","590","100% (5/5)","100% (5/5)","100% (5/5)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/992150.png","Yes"
"3PUOXASB573ZYB5LCBJH4O7GAOM9ZH","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3FTOP5WARFOTPMAYKV24C3DKU2M0JY","AWDSIX3ULD32V","Approved","Fri May 03 00:56:41 PDT 2019","Fri May 03 00:56:46 PDT 2019","Sat May 04 00:56:46 PDT 2019","Fri May 03 11:16:37 PDT 2019","","","5","100% (15/15)","100% (15/15)","100% (15/15)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/695665.png","No"
"3YKP7CX6G2FZ2UECR05U4A97OVC7BX","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3WLEIWSYHOH4UQIMBI3XJEQKE822HF","A28N0N4A0UP1XH","Approved","Fri May 03 00:56:37 PDT 2019","Fri May 03 00:57:01 PDT 2019","Sat May 04 00:57:01 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","24","100% (4/4)","100% (4/4)","100% (4/4)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/821309.png","No"
"3VAOOVPI3ZSAUOPQM7VY1INDV9WLL8","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:30 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:30 PDT 2019","","","3F0BG9B9MPNX2M5HRUOG152VFK1Y7Q","A2F8L3FEF36HGS","Approved","Fri May 03 00:58:19 PDT 2019","Fri May 03 01:00:30 PDT 2019","Sat May 04 01:00:30 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","131","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1331425.png","Yes"
"33K3E8REWWVAFBMW61PI77WUII78XV","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:31 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:31 PDT 2019","","","3LQ8PUHQFLS85BWO0LOP6UX134ZIH6","A241K3CXIR4129","Approved","Fri May 03 00:57:37 PDT 2019","Fri May 03 00:58:05 PDT 2019","Sat May 04 00:58:05 PDT 2019","Fri May 03 11:10:30 PDT 2019","","","28","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/46676.png","Yes"
"3ABAOCJ4R845R3NOEO49IH1W5K8QM3","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:07 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:07 PDT 2019","","","3HMIGG0U4L6120A01ZGMF5YQQ46Y8C","AFAMC5N8YVPJZ","Approved","Fri May 03 00:56:36 PDT 2019","Fri May 03 00:57:26 PDT 2019","Sat May 04 00:57:26 PDT 2019","Fri May 03 11:10:59 PDT 2019","","","50","100% (2/2)","100% (2/2)","100% (2/2)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/35951.png","Yes"
"3NI0WFPPI9GFE7XXAA3DEFDS2GV065","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","38YMOXR4MUZA9HWCTJ10AUHJ91H6W0","AN738HXJ1TH8N","Approved","Fri May 03 00:57:24 PDT 2019","Fri May 03 00:57:32 PDT 2019","Sat May 04 00:57:32 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","8","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/880061.png","Yes"
"3NBFJK3IOHI2EHEMO8EAG7MZUXFGOE","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:31 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:31 PDT 2019","","","3I3WADAZ9Q46L4NWXE0L1UQXA485O8","A241K3CXIR4129","Submitted","Fri May 03 00:58:04 PDT 2019","Fri May 03 00:59:02 PDT 2019","Sat May 04 00:59:02 PDT 2019","","","","58","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/47291.png","Yes"
"3ZLW647WALVNDYDT6V9TQ0UNPND32M","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3M23Y66PO27H20F39ERZD5EY3OLS67","A2MOIDZFACWTTT","Submitted","Fri May 03 00:57:54 PDT 2019","Fri May 03 00:58:02 PDT 2019","Sat May 04 00:58:02 PDT 2019","","","","8","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/664485.png","No"
"3U18MJKL1UM7FKY5L7IEBR1F6VHCNK","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3WETL7AQWT8HZFUAEGGTDRSMFDB35A","A1PQNUX4BZE5O0","Approved","Fri May 03 00:56:41 PDT 2019","Fri May 03 00:56:57 PDT 2019","Sat May 04 00:56:57 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","16","100% (4/4)","100% (4/4)","100% (4/4)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1193603.png","Yes"
"3OB6JN3A9QP5342OR3T9N7B116ARM5","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:13 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:13 PDT 2019","","","378XPAWRUCDTVOOAUFEXP8AXQ99AIN","A27IUPJDO6DPT8","Submitted","Fri May 03 00:56:32 PDT 2019","Fri May 03 00:56:45 PDT 2019","Sat May 04 00:56:45 PDT 2019","","","","13","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/153580.png","No"
"3R5LWXWHR08P8QSEPZ16ZKDS61IXGY","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3P4RDNWND564WHREOLRAI7DGGW3IJB","A8OMHHNDCZCPR","Submitted","Fri May 03 00:57:40 PDT 2019","Fri May 03 00:57:52 PDT 2019","Sat May 04 00:57:52 PDT 2019","","","","12","100% (1/1)","100% (1/1)","100% (1/1)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/681831.png","Yes"
"3ZTE0JGGCESPX5YHMMIRQG1KW5MCOZ","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3IKZ72A5B4GG5GG92BDH8HH59OGNFT","A33JXCASTTXV5J","Approved","Fri May 03 00:58:01 PDT 2019","Fri May 03 00:59:13 PDT 2019","Sat May 04 00:59:13 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","72","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1459467.png","No"
"3L2OEKSTW9AZFGC6BXBKQL33KO18Y1","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:31 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:31 PDT 2019","","","3S0TNUHWKTIY4PF953T82KOP8G28DG","A19V2ZSRGKU4R5","Submitted","Fri May 03 00:58:05 PDT 2019","Fri May 03 00:58:13 PDT 2019","Sat May 04 00:58:13 PDT 2019","","","","8","100% (1/1)","100% (1/1)","100% (1/1)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/166722.png","Yes"
"371DNNCG4423YUDC1ROLI4BO5MIT8W","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:07 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:07 PDT 2019","","","3ZSANO2JCF7DLT8EA7U37BRBWNNFSW","A2UNVICZT8DKKD","Approved","Fri May 03 00:56:21 PDT 2019","Fri May 03 01:00:58 PDT 2019","Sat May 04 01:00:58 PDT 2019","Fri May 03 11:10:41 PDT 2019","","","277","100% (16/16)","100% (16/16)","100% (16/16)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/375439.png","Yes"
"3PN6H8C9R4QA0TAUCZ8K9RZXSOUADY","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","326O153BMIYFDQP0I6F8UUKBJJZDEJ","AUNN6JGF92P4K","Submitted","Fri May 03 00:56:38 PDT 2019","Fri May 03 00:57:04 PDT 2019","Sat May 04 00:57:04 PDT 2019","","","","26","100% (3/3)","100% (3/3)","100% (3/3)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/738362.png","Yes"
"359AP8GAGGKICZ6I501PFUFP6GC7C4","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","37U1UTWH9VMS5ZYEN4OS795TNHS8RL","AZZYF19BXGOHY","Approved","Fri May 03 00:57:07 PDT 2019","Fri May 03 00:57:17 PDT 2019","Sat May 04 00:57:17 PDT 2019","Fri May 03 11:10:35 PDT 2019","","","10","100% (8/8)","100% (8/8)","100% (8/8)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1469366.png","Yes"
"3T8DUCXY0N63CZWM6JUZI06ZPS0T9L","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:07 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:07 PDT 2019","","","3TYCR1GOTCJWMX4ORAR9YHTYGYAZLR","A2S74EDOWN6EKH","Approved","Fri May 03 00:57:44 PDT 2019","Fri May 03 01:03:28 PDT 2019","Sat May 04 01:03:28 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","344","100% (3/3)","100% (3/3)","100% (3/3)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/418835.png","Yes"
"3GMLHYZ0LEXXDDJJE0CPMDLSHFRUY1","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3FTYUGLFSULFH7W775M5Q0EY6Q05DA","A2UNVICZT8DKKD","Submitted","Fri May 03 00:56:33 PDT 2019","Fri May 03 01:02:31 PDT 2019","Sat May 04 01:02:31 PDT 2019","","","","358","100% (16/16)","100% (16/16)","100% (16/16)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/798461.png","Yes"
"3XU9MCX6VOCFW0YVHLAP8YX3V1T2RP","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3LRLIPTPEQ9K1JEYUIZ92OPAIDXKA7","AWDSIX3ULD32V","Approved","Fri May 03 00:55:41 PDT 2019","Fri May 03 00:55:52 PDT 2019","Sat May 04 00:55:52 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","11","100% (15/15)","100% (15/15)","100% (15/15)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/176081.png","Yes"
"3I01FDIL6M8LVQFQZKF539GZG02D2U","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3LUY3GC63Z03T8DG07SXOE9JBFY7P5","A241K3CXIR4129","Submitted","Fri May 03 00:56:39 PDT 2019","Fri May 03 00:56:59 PDT 2019","Sat May 04 00:56:59 PDT 2019","","","","20","100% (6/6)","100% (6/6)","100% (6/6)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/897431.png","Yes"
"3B9XR6P1WEVSMPFES9UR70EGFQDBJ9","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:31 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:31 PDT 2019","","","337RC3OW052FDDZEQD26DBG2SN4LVD","A2PIOSRSY6CM3X","Approved","Fri May 03 00:57:19 PDT 2019","Fri May 03 00:58:14 PDT 2019","Sat May 04 00:58:14 PDT 2019","Fri May 03 11:16:34 PDT 2019","","","55","100% (12/12)","100% (12/12)","100% (12/12)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/269412.png","No"
"3EAWOID6MTX0TXCYBIBLQ7TRJ9MV0R","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:19 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:19 PDT 2019","","","33OOO72IVHL7XH1J859S9A2U1TACT8","A3SQJRIUQ742SQ","Approved","Fri May 03 00:57:35 PDT 2019","Fri May 03 01:00:30 PDT 2019","Sat May 04 01:00:30 PDT 2019","Fri May 03 11:16:43 PDT 2019","","","175","100% (13/13)","100% (13/13)","100% (13/13)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1131983.png","Yes"
"3UUSLRKAUL3SHRCW5WW0Z0X7RGO7D4","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3TS1AR6UQQER2VOMM4WSCKVF99AF79","A2BGJYU6SRMEGA","Approved","Fri May 03 00:56:14 PDT 2019","Fri May 03 00:56:28 PDT 2019","Sat May 04 00:56:28 PDT 2019","Fri May 03 11:16:38 PDT 2019","","","14","100% (12/12)","100% (12/12)","100% (12/12)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/202140.png","Yes"
"32PT7WK7DMFAG8B93KTAMJLRME2D35","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3IUZPWIU1O7H8WH1VNV1KDM1AW0KWI","A33WP9IUW25VI8","Approved","Fri May 03 00:56:22 PDT 2019","Fri May 03 00:56:30 PDT 2019","Sat May 04 00:56:30 PDT 2019","Fri May 03 11:10:16 PDT 2019","","","8","100% (13/13)","100% (13/13)","100% (4/4)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1301425.png","Yes"
"3M93N4X8HKNR3BWG3VGMXPOGJEYSJQ","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:19 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:19 PDT 2019","","","39KFRKBFINV4NSXG8G5ICROQ59BOY6","ARGOPXVM7FM04","Submitted","Fri May 03 00:58:40 PDT 2019","Fri May 03 00:59:22 PDT 2019","Sat May 04 00:59:22 PDT 2019","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1480560.png","Yes"
"3S8APUMBJXJCHNTI9J36S2MOMJVFB9","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:57 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:57 PDT 2019","","","3X0H8UUIT1OFWFU90W43BZDBRQDSW7","A2SSYBUT9ZM0G9","Submitted","Fri May 03 00:56:20 PDT 2019","Fri May 03 00:58:15 PDT 2019","Sat May 04 00:58:15 PDT 2019","","","","115","100% (9/9)","100% (9/9)","100% (9/9)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1394932.png","No"
"3Y7LTZE0YTMXI3TOAME80KUUN9WUZT","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:55:19 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:55:19 PDT 2019","","","34FNN24DCM9IFIRY319J3LOZOE65YI","AZZYF19BXGOHY","Submitted","Fri May 03 00:56:52 PDT 2019","Fri May 03 00:58:44 PDT 2019","Sat May 04 00:58:44 PDT 2019","","","","112","100% (8/8)","100% (8/8)","100% (8/8)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/1507583.png","Yes"
"386T3MLZLNV2ILGL3P0BYT9J8BL08R","3KOA8FMB2M8VZDH7JHOQGCJO01SQNV","Image classification of digital cats","Categorize the portrayed cat based on the provided criteria","categorize, image","$0.01","Fri May 03 00:54:55 PDT 2019","1","BatchId:3629452;OriginalHitTemplateId:928390873;","3600","86400","Fri May 03 04:54:55 PDT 2019","","","3HOSI13XHZOALKB0MB4OOC2QJ7YDDQ","A1PQWT8ZV8398L","Approved","Fri May 03 00:56:37 PDT 2019","Fri May 03 00:56:56 PDT 2019","Sat May 04 00:56:56 PDT 2019","Fri May 03 11:10:52 PDT 2019","","","19","100% (2/2)","100% (2/2)","100% (2/2)","https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/362637.png","Yes"
